annee;numCommune;nbEtablissements;nbEcrans;nbFauteuils;nbMultiplexes;nbSeances;nbEntrees;recettes;tauxOccupation;nbCinemasAE;RME;indiceFrequentation;populationCommune
1981;2691;;8;1907;;;432249;1044911,785;;;2,417383928;6,799896173;
1982;2691;;8;1907;;;435446;1180470,519;;;2,710945832;6,850189564;
1983;2691;;9;2074;;;442157;1317009,194;;;2,978600801;6,95576321;
1984;2691;;9;2073;;;407218;1283534,287;;;3,151958623;6,406122674;
1985;2691;;9;1953;;;327318;1089189,383;;;3,327618349;5,149181179;
1986;2691;;8;1402;;;332900;1298699,61;;;3,901170351;5,489413627;
1987;2691;;8;1402;;;233471;976656,1284;;;4,183201033;3,849861487;
1988;2691;;8;1402;;;197556;881832,1445;;;4,463707225;3,257634721;
1989;2691;;8;1402;;;171576;797252,9419;;;4,646646045;2,8292329;
1990;2691;;5;1087;;;176759;868762,7634;;;4,914956316;2,914698898;
1991;2691;;5;1087;;;156241;809838,7547;;;5,183266586;2,576363696;
1992;2691;1;5;1087;;5935;163752;851905,8414;12,77443241;;5,20241488;2,700217664;
1993;2691;1;5;1087;;5983;207922;1065647,443;15,94498756;;5,125226976;3,428566717;
1994;2691;1;5;1087;;6094;191115;925793,7639;14,65771065;;4,844171122;3,151424708;
1995;2691;1;5;1087;;6939;191981;1033525,826;13,22871964;;5,383479749;3,250279349;
1996;2691;1;6;1192;;6602;183702;1012574,452;13,0517075;;5,512049146;3,11011411;
1997;2691;1;6;1192;;7970;201142;1102927,478;12,68433695;;5,483327592;3,405377036;
1998;2691;1;6;1192;;8281;241824;1336594,777;14,86397859;;5,52713865;4,094131988;
1999;2691;1;6;1192;;8343;190697;1029223,105;11,47831185;;5,397164636;3,228540954;
2000;2691;1;6;1183;;8031;181909;1008812,925;11,54738765;;5,545701011;3,079758237;
2001;2691;1;6;1183;;8626;214099;1220567,354;12,63718881;;5,700948413;3,624741814;
2002;2691;1;6;1183;;8674;198212;1147869,63;11,71346648;1;5,79112077;3,35577151;
2003;2691;1;6;1183;;9762;183101;1059405,06;9,716065328;1;5,785905375;3,271354809;
2004;2691;1;6;1198;;9364;201823;1142079,4;11,07403725;1;5,658816884;3,605849458;
2005;2691;1;6;1198;;9083;172137;1012623,8;9,610460812;1;5,882662066;3,075467653;
2006;2691;1;6;1198;;8725;187331;1125844,7;10,81353009;1;6,00992201;3,332283829;
2007;2691;1;11;1927;1;13940;203928;1293215,2;7,708509419;1;6,341528383;3,661316385;
2008;2691;1;11;1927;1;19102;295614;1917093,4;8,890069096;1;6,485123844;5,312117019;
2009;2691;1;11;1927;1;19419;302546;2046726,3;8,998662154;1;6,765008627;5,436683498;
2010;2691;1;11;1927;1;19252;322367;2247558,85;9,721359839;1;6,972050024;5,792862405;
2011;2691;1;11;1927;1;19719;372271;2566903,3;10,87832596;1;6,895254532;6,689626049;
2012;2691;1;11;1927;1;19801;357229;2439261,6;10,46224307;1;6,828285498;6,419324696;
2013;2691;1;11;1927;1;20131;324899;2230329,6;9,433423748;1;6,864685949;5,838361875;
2014;2691;1;11;1927;1;20219;379165;2577782,5;10,91032194;;6,798577137;6,813509677;
2015;2691;1;11;1927;1;20165;383577;2697578,5;11,04680833;1;7,032690959;6,892792323;
2016;2691;1;11;1927;1;20041;391809;2741145,8;11,35941668;1;6,996127705;7,04071951;
2017;2691;1;11;1927;1;19991;383725;2731049,9;11,23172074;1;7,117206072;6,89545185;
2018;2691;1;11;1927;1;22815;357040;2461418,78;9,099912987;1;6,893958044;6,415928408;
2019;2691;1;11;1927;1;22001;362907;2504692,91;9,541707157;1;6,901748685;6,521357077;
2020;2691;1;11;1927;1;11128;100963;695808,27;5,265727216;1;6,89171548;1,814282377;
1960;95585;;2;850;;;102060;27216,2657;;;0,26666927;2,850837989;
1961;95585;;;;;;;;;;;;
1962;95585;;2;850;;;112028;33086,31511;;;0,295339693;3,129273743;
1963;95585;;2;850;;;110235;35392,41139;;;0,321063287;3,079189944;
1964;95585;;2;850;;;107662;37753,84667;;;0,350670122;3,007318436;
1965;95585;;2;850;;;93197;35426,86487;;;0,380128812;2,603268156;
1966;95585;;2;850;;;59501;24248,23578;;;0,407526525;1,151468824;
1967;95585;;2;850;;;51242;27744,95889;;;0,541449571;0,991639896;
1968;95585;;2;850;;;54890;29064,25269;;;0,529499958;1,062236328;
1969;95585;;1;350;;;52660;29878,17799;;;0,567378997;1,019081163;
1970;95585;;1;350;;;41229;25401,05525;;;0,616096807;0,797867399;
1971;95585;;1;350;;;50517;31540,02473;;;0,62434477;0,918374025;
1972;95585;;1;350;;;36909;25675,31103;;;0,695638219;0,670987329;
1973;95585;;5;988;;;43782;57979,10534;;;1,324268086;0,795935063;
1974;95585;;5;988;;;290628;419172,5982;;;1,442299428;5,283473013;
1975;95585;;5;988;;;311154;489284,8159;;;1,572484416;5,65662552;
1976;95585;;5;988;;;317440;570829,033;;;1,79822654;5,770901885;
1977;95585;;5;988;;;289769;574757,4917;;;1,983502347;5,267856818;
1978;95585;;5;988;;;319211;696112,855;;;2,180729533;5,952097707;
1979;95585;;5;988;;;307272;721429,6059;;;2,347853387;5,729479769;
1980;95585;;5;988;;;301042;725540,851;;;2,410098428;5,613313444;
1981;95585;;5;988;;;349190;960778,5266;;;2,751449144;6,511094537;
1982;95585;;6;1245;;;355169;1093155,954;;;3,077847317;6,622580645;
1983;95585;;6;1245;;;378370;1224068,041;;;3,2351086;7,055192989;
1984;95585;;6;1245;;;353460;1199867,674;;;3,394634964;6,590714153;
1985;95585;;6;1310;;;317218;1134462,472;;;3,576286568;5,91493567;
1986;95585;;6;1310;;;257382;1079819,659;;;4,195396954;4,528742104;
1987;95585;;6;1310;;;197771;852038,8471;;;4,308209227;3,479862052;
1988;95585;;6;1310;;;176617;804790,8826;;;4,556701125;3,107648725;
1989;95585;;6;1310;;;156447;751519,531;;;4,803668533;2,752749283;
1990;95585;;6;1310;;;159033;791580,4618;;;4,977460413;2,798251016;
1991;95585;;6;1310;;;143307;773165,7304;;;5,39517072;2,521545581;
1992;95585;2;6;1310;;8693;124062;671896,0237;6,771810161;;5,415808416;2,182921894;
1993;95585;2;6;1310;;1587;27703;138472,9487;8,016540644;;4,998482066;0,487445674;
1994;95585;1;1;257;;205;6260;19315,44293;11,88193983;;3,085534015;0,110147274;
1995;95585;2;5;1233;;3174;46085;200674,8918;5,89206971;;4,354451379;0,796340136;
1996;95585;2;5;1233;;1816;30094;109407,7813;6,663684756;;3,635534701;0,520018662;
1997;95585;1;1;257;;352;18322;37981,6055;20,25336045;;2,073005431;0,316600715;
1998;95585;2;5;1233;;2066;47554;171357,4213;9,227318326;;3,60342813;0,82172418;
1999;95585;2;3;737;;641;19524;38133,13982;12,02950074;;1,953141765;0,337371049;
2000;95585;1;2;480;;808;23948;44868,33741;11,92843338;;1,873573468;0,413816938;
2001;95585;1;2;480;;163;8125;14878,87163;18,60843277;;1,831245739;0,140398472;
2002;95585;;;;;;;;;;;;
2003;95585;;;;;;;;;;;;
2004;95585;;;;;;;;;;;;
2005;95585;;;;;;;;;;;;
2006;95585;;;;;;;;;;;;
2007;95585;;;;;;;;;;;;
2008;95585;;;;;;;;;;;;
2009;95585;;;;;;;;;;;;
2010;95585;;;;;;;;;;;;
2011;95585;;;;;;;;;;;;
2012;95585;;;;;;;;;;;;
2013;95585;;;;;;;;;;;;
2014;95585;;;;;;;;;;;;
2015;95585;;;;;;;;;;;;
2016;95585;;;;;;;;;;;;
2017;95585;1;10;1817;1;4313;77225;563073,1;9,94159274;;7,291331823;1,345102069;
2018;95585;1;10;1817;1;20930;299401;2093661,33;7,929734418;;6,992833457;5,214955062;
2019;95585;1;10;1817;1;20558;392143;2874250,29;10,64178302;;7,329597341;6,830331638;
2020;95585;1;10;1817;1;10363;108998;789536,59;5,791607753;;7,243587864;1,898522957;
1960;78586;;;;;;;;;;;;
1961;78586;;;;;;;;;;;;
1962;78586;;2;1340;;;144522;40425,66815;;;0,279719822;4,622189529;
1963;78586;;2;1340;;;112972;35930,25153;;;0,318045635;3,613138453;
1964;78586;;2;1340;;;110700;36750,42724;;;0,331982179;3,540473982;
1965;78586;;2;1340;;;114286;40655,71371;;;0,355736606;3,655163591;
1966;78586;;2;1340;;;104464;37575,02397;;;0,359693521;2,59363905;
1967;78586;;2;1340;;;106578;48819,66348;;;0,458065112;2,64612558;
1968;78586;;2;1340;;;120509;64362,75549;;;0,53409086;2,992005363;
1969;78586;;2;1340;;;105398;60208,51977;;;0,571249168;2,616828463;
1970;78586;;2;1208;;;105399;70719,42216;;;0,670968625;2,616853291;
1971;78586;;2;1208;;;102288;73627,08226;;;0,719801758;2,420845857;
1972;78586;;2;1208;;;119802;101497,5067;;;0,847210453;2,835348969;
1973;78586;;2;1208;;;96252;92725,74269;;;0,963364322;2,277992095;
1974;78586;;2;1208;;;81810;94158,9159;;;1,150946289;1,93619388;
1975;78586;;2;1208;;;70713;89879,06219;;;1,271040151;1,673561641;
1976;78586;;1;800;;;57141;83775,30844;;;1,466115546;1,352353679;
1977;78586;;1;800;;;47226;74335,81774;;;1,574044335;1,117695785;
1978;78586;;1;800;;;299;453,5358263;;;1,516842228;0,006472282;
1979;78586;;;;;;;;;;;;
1980;78586;;;;;;;;;;;;
1981;78586;;3;621;;;59391;162395,8583;;;2,734351303;1,285602961;
1982;78586;;3;621;;;124189;371557,5869;;;2,99187196;2,688248155;
1983;78586;;3;621;;;123433;404623,0164;;;3,278078119;2,671883456;
1984;78586;;3;621;;;125012;424241,8329;;;3,393608877;2,706063164;
1985;78586;;3;621;;;119426;426394,7179;;;3,570367574;2,585146222;
1986;78586;;3;621;;;107250;412373,6769;;;3,844976009;2,130978164;
1987;78586;;3;621;;;82825;326637,8741;;;3,943711127;1,645671482;
1988;78586;;3;621;;;81318;333977,9894;;;4,107061037;1,615728506;
1989;78586;;3;621;;;85987;372906,7607;;;4,336780684;1,708498083;
1990;78586;;3;621;;;106812;477387,5422;;;4,469418625;2,122275428;
1991;78586;;3;621;;;92268;480078,2429;;;5,203084958;1,833296906;
1992;78586;1;3;621;;3639;104848;553304,1038;14,00634539;;5,277202272;2,083252201;
1993;78586;1;3;621;;3696;121635;658019,6568;15,66904039;;5,409788768;2,416797473;
1994;78586;1;3;621;;4315;120331;653436,582;13,19790774;;5,4303262;2,390887957;
1995;78586;1;3;621;;4899;109605;606091,2529;10,849531;;5,529777409;2,182540473;
1996;78586;1;3;621;;5053;106792;589348,8445;10,27784996;;5,518660991;2,126525817;
1997;78586;1;3;621;;4744;109399;596977,2409;11,14386618;;5,456880236;2,17843844;
1998;78586;1;3;621;;4989;121806;644176,2189;11,941074;;5,288542591;2,425496326;
1999;78586;1;3;621;;5134;98999;506585,95;9,075840876;;5,117081486;1,971345507;
2000;78586;1;3;621;;4587;102372;517553,1323;10,61841159;;5,055612202;2,03851132;
2001;78586;1;3;621;;5034;132326;661493,8174;12,75025775;;4,998970856;2,634978793;
2002;78586;1;3;621;;5188;123090;620803,5;11,5121088;;5,043492566;2,451064338;
2003;78586;1;3;621;;5149;106021;530339;9,978475233;;5,00220711;2,060300433;
2004;78586;1;3;621;;5464;120757;599263,6;10,71940575;;4,962557864;2,346664335;
2005;78586;1;3;291;;5274;100630;490810,5;19,71150644;;4,877377522;1,955537418;
2006;78586;1;3;291;;6271;114658;581430,2;18,53981457;;5,070995482;2,21719877;
2007;78586;1;3;291;;4773;103240;526439,3;22,33177086;1;5,099179582;2,000813969;
2008;78586;1;3;291;;4891;99951;541353,5;21,1083516;;5,416188933;1,902451559;
2009;78586;1;3;291;;4974;93003;503850;19,19099167;;5,417567175;1,770204423;
2010;78586;1;3;291;;4733;88729;485943;19,18137226;;5,476709982;1,688853782;
2011;78586;1;3;291;;4938;92809;515017;19,21304539;1;5,549213977;1,766511858;
2012;78586;1;3;291;;4963;89707;503208,6;18,61983221;;5,609468603;1,70746888;
2013;78586;1;3;291;;3785;65876;361906;17,23600209;;5,493745825;1,253873387;
2014;78586;1;5;436;;6215;89512;509713,2;16,4719738;;5,694356064;1,70375728;
2015;78586;1;5;436;;9031;148825;874651;19,01887767;;5,877043507;2,832711561;
2016;78586;1;5;436;;9110;170007;982278,7;21,51461732;;5,777872088;3,235886406;
2017;78586;1;5;436;;9032;175576;1024888,1;22,52241967;;5,837290404;3,341885873;
2018;78586;1;5;436;;8888;153281;955212,18;20,10213623;;6,231771583;2,917526362;
2019;78586;1;5;436;;9161;156023;987522,23;19,76488323;;6,329337534;2,969717157;
2020;78586;1;5;436;;4006;43158;281574,89;12,45106327;;6,524280319;0,82146256;
1960;93071;;;;;;;;;;;;
1961;93071;;;;;;;;;;;;
1962;93071;;;;;;;;;;;;
1963;93071;;;;;;;;;;;;
1964;93071;;;;;;;;;;;;
1965;93071;;;;;;;;;;;;
1966;93071;;;;;;;;;;;;
1967;93071;;;;;;;;;;;;
1968;93071;;;;;;;;;;;;
1969;93071;;;;;;;;;;;;
1970;93071;;;;;;;;;;;;
1971;93071;;;;;;;;;;;;
1972;93071;;;;;;;;;;;;
1973;93071;;;;;;;;;;;;
1974;93071;;;;;;;;;;;;
1975;93071;;;;;;;;;;;;
1976;93071;;;;;;;;;;;;
1977;93071;;;;;;;;;;;;
1978;93071;;;;;;;;;;;;
1979;93071;;;;;;;;;;;;
1980;93071;;;;;;;;;;;;
1981;93071;;;;;;;;;;;;
1982;93071;;;;;;;;;;;;
1983;93071;;;;;;;;;;;;
1984;93071;;;;;;;;;;;;
1985;93071;;;;;;;;;;;;
1986;93071;;;;;;;;;;;;
1987;93071;;;;;;;;;;;;
1988;93071;;;;;;;;;;;;
1989;93071;;;;;;;;;;;;
1990;93071;;;;;;;;;;;;
1991;93071;;;;;;;;;;;;
1992;93071;1;5;538;;6115;78481;348410,7952;11,90688233;;4,439428591;1,618899295;
1993;93071;1;5;538;;5412;89562;402897,7509;12,24583554;;4,498534545;1,847477206;
1994;93071;1;4;483;;6474;107432;435771,7045;13,69778478;;4,056256093;2,216098024;
1995;93071;1;4;483;;5381;86616;403103,7095;13,36400624;;4,6539174;1,840426662;
1996;93071;1;4;483;;5216;77273;372681,441;12,29271661;;4,822919273;1,641905531;
1997;93071;1;4;483;;5707;76282;360062,931;11,1084737;;4,720155882;1,62084865;
1998;93071;1;4;483;;5305;80043;391202,6246;12,61192983;;4,887405826;1,700762807;
1999;93071;1;4;483;;5151;58681;251403,5219;9,466173686;;4,284240587;1,246860591;
2000;93071;1;4;483;;3914;48107;188599,5576;10,1557981;;3,920418184;1,022183031;
2001;93071;1;4;483;;4589;57277;215982,755;10,32751178;;3,770846151;1,217028239;
2002;93071;1;4;483;;3707;52640;183744,18;11,71125874;;3,490580927;1,118500733;
2003;93071;1;4;483;;4027;56981;214169,1;11,67014498;1;3,7586055;1,139141561;
2004;93071;1;4;483;;3789;67063;242388,4;14,53212592;1;3,614338756;1,340696907;
2005;93071;1;4;483;;3154;54247;197070,3;14,09441311;1;3,632833152;1,084484517;
2006;93071;1;4;483;;3090;46396;164388;12,33109724;1;3,543150272;0,93839246;
2007;93071;1;4;483;;2731;42898;154294,3;12,86150304;1;3,596771411;0,867239462;
2008;93071;1;4;483;;2700;31153;112270,8;9,554171382;1;3,603851956;0,617135499;
2009;93071;1;4;483;;2702;37388;134643,8;11,39422974;1;3,601257088;0,740649762;
2010;93071;1;4;483;;2619;32907;110750,1;10,37028867;1;3,365548364;0,651881933;
2011;93071;1;4;483;;2505;26338;91115,5;8,659542989;1;3,459469208;0,521751189;
2012;93071;1;4;483;;1593;9872;42604,5;5,1062157;1;4,315690843;0,195562599;
2013;93071;;;;;;;;;;;;
2014;93071;;;;;;;;;;;;
2015;93071;;;;;;;;;;;;
2016;93071;;;;;;;;;;;;
2017;93071;;;;;;;;;;;;
2018;93071;;;;;;;;;;;;
2019;93071;;;;;;;;;;;;
2020;93071;;;;;;;;;;;;
1960;67482;;22;12385;;;4900387;1222982,452;;;0,249568545;21,40178014;
1961;67482;;22;12943;;;4459774;1205938,956;;;0,270403603;19,47746221;
1962;67482;;22;12363;;;4275863;1224877,24;;;0,286463163;18,67425569;
1963;67482;;22;12416;;;4139221;1340486,038;;;0,323849835;18,07749016;
1964;67482;;22;12396;;;3956576;1310423,092;;;0,331201294;17,27981273;
1965;67482;;22;12163;;;3779950;1390828,057;;;0,367948798;16,50842246;
1966;67482;;22;12159;;;3365005;1426046,524;;;0,423787342;13,49261817;
1967;67482;;20;11144;;;2911640;1383532,915;;;0,475173069;11,67476624;
1968;67482;;19;13580;;;2827739;1413097,2;;;0,499726884;11,33834945;
1969;67482;;19;10128;;;2568038;1477638,778;;;0,575395994;10,29702962;
1970;67482;;18;9036;;;2542768;1564952,886;;;0,615452485;10,19570482;
1971;67482;;19;9211;;;2390625;1645501,611;;;0,688314399;9,434790673;
1972;67482;;19;9012;;;2351205;1832095,701;;;0,779215637;9,279216525;
1973;67482;;28;9851;;;2197730;1964498,588;;;0,893876221;8,673515297;
1974;67482;;25;8211;;;2313745;2568798,107;;;1,110233888;9,131377672;
1975;67482;;24;7791;;;2228278;2942723,99;;;1,320626955;8,794075395;
1976;67482;;28;7892;;;2182153;3296563,952;;;1,510693316;8,612039434;
1977;67482;;27;7625;;;2059813;3444332,632;;;1,672157925;8,129214946;
1978;67482;;29;7464;;;2189706;4024933,037;;;1,838115727;8,804183152;
1979;67482;;29;7504;;;2205116;4421329,294;;;2,005032522;8,866142365;
1980;67482;;28;6974;;;2193423;4801451,01;;;2,189021912;8,819128148;
1981;67482;;30;6443;;;2299741;5973434,082;;;2,597437747;9,246602496;
1982;67482;;30;6388;;;2440119;7158425,781;;;2,933637983;9,811022387;
1983;67482;;34;6978;;;2361225;7500616,199;;;3,176578343;9,49381212;
1984;67482;;36;7146;;;2301953;7625953,226;;;3,312818822;9,255496317;
1985;67482;;40;7503;;;2170752;7659933,502;;;3,528700424;8,727974525;
1986;67482;;38;6678;;;2192880;9266862,553;;;4,225886758;8,690248793;
1987;67482;;32;5214;;;1909842;8376487,23;;;4,385958226;7,568586578;
1988;67482;;32;5214;;;1703223;7955819,165;;;4,671037888;6,749768168;
1989;67482;;32;5240;;;1600053;7873947,658;;;4,921054276;6,340911793;
1990;67482;;31;5138;;;1555076;7908648,793;;;5,085699215;6,162670704;
1991;67482;;31;4896;;;1513336;8187776,735;;;5,410415622;5,997257646;
1992;67482;9;34;5502;;51239;1495859;8324527,522;19,20112209;;5,565048258;5,927997369;
1993;67482;9;33;5175;;53374;1680723;9243646,611;20,2957681;;5,499803722;6,66060205;
1994;67482;9;33;5175;;55036;1551139;8720858,684;18,89758379;;5,62222901;6,147068614;
1995;67482;9;34;5224;;60766;1641108;9356777,655;18,42251876;;5,701500239;6,213611495;
1996;67482;9;34;5224;;61275;1633264;9201654,072;18,03737186;;5,633904912;6,183912311;
1997;67482;8;33;4830;;63919;1799727;9907103,514;18,8496078;;5,504781289;6,814179429;
1998;67482;7;32;4815;;59875;1914725;10574117,66;21,23520351;;5,522525513;7,249588248;
1999;67482;7;32;4839;;57311;1507406;8313862,799;17,21681288;;5,515344107;5,707385041;
2000;67482;7;48;9324;1;51900;1413509;7824945,233;16,75832608;;5,535829791;5,351869451;
2001;67482;6;44;8822;1;86946;2127579;11983392,51;12,32249033;;5,632407778;8,055502338;
2002;67482;6;45;9137;1;88875;2171368;12370485,92;12,20088936;2;5,697093224;8,221297541;
2003;67482;6;45;9137;1;83435;2053681;11789794,46;12,13404184;2;5,740810993;7,558411972;
2004;67482;5;39;7951;1;76200;2244656;13030674,05;14,53590994;2;5,805198681;8,261280492;
2005;67482;5;39;7866;1;77509;2098749;12161217,02;13,55668123;2;5,794507595;7,724281214;
2006;67482;5;39;7866;1;76778;2132809;12603592,24;13,83537876;2;5,909386279;7,77279751;
2007;67482;5;40;7919;1;80157;2062071;12199630,43;13,01063075;2;5,9162029;7,478913237;
2008;67482;5;40;7919;1;81475;2223446;13081946,68;13,81664276;2;5,883635888;8,01906445;
2009;67482;5;40;7919;1;79628;2382278;13981332,7;15,27704529;2;5,86889217;8,591906806;
2010;67482;5;40;7919;1;78310;2395733;14521309,6;15,62215448;2;6,061322192;8,640433512;
2011;67482;5;40;7919;1;79465;2489790;14641533,3;15,953775;2;5,880629812;8,979658816;
2012;67482;5;40;7919;1;80533;2258761;13436657,13;14,40546734;2;5,948684757;8,146431276;
2013;67482;5;40;7919;1;79785;2116293;12737957,92;13,63453451;3;6,018995442;7,632607206;
2014;67482;5;40;7919;1;79630;2143703;12765164,11;13,77877022;3;5,954726056;7,731463916;
2015;67482;5;40;7900;1;79796;1990441;12105102,82;12,8375992;3;6,081618506;7,178710282;
2016;67482;5;40;7919;1;80041;1993504;12356763,13;12,75420467;3;6,19851434;7,189757276;
2017;67482;5;40;7900;1;80289;1929771;12085672,95;12,35577404;3;6,262749803;6,959898294;
2018;67482;5;40;7900;1;79980;1816708;11612833,52;11,69853447;3;6,392239986;6,552126086;
2019;67482;5;40;7900;1;78965;1893507;12364557,1;12,37807219;3;6,529976969;6,829108811;
2020;67482;5;41;7988;1;36856;623275;3966912,5;8,926603419;3;6,364626369;2,24789916;
1960;65440;;6;4162;;;676482;191380,9899;;;0,282906256;14,51678112;
1961;65440;;6;4282;;;645934;177668,8106;;;0,27505722;13,86124464;
1962;65440;;6;4282;;;616742;187689,1321;;;0,304323578;13,23480687;
1963;65440;;6;4301;;;579114;195942,5694;;;0,338348873;12,42733906;
1964;65440;;6;4301;;;533720;204923,6459;;;0,38395347;11,45321888;
1965;65440;;5;3703;;;502298;214198,6441;;;0,426437382;10,77892704;
1966;65440;;5;3724;;;438848;219843,2214;;;0,500955277;7,925020316;
1967;65440;;5;3724;;;382097;211577,5882;;;0,553727426;6,900171558;
1968;65440;;5;3636;;;390218;223383,0876;;;0,572457159;7,046826185;
1969;65440;;5;3636;;;378582;244351,9926;;;0,64544007;6,83669526;
1970;65440;;5;3601;;;392136;264497,6729;;;0,674504949;7,081462754;
1971;65440;;5;3601;;;389085;300026,2212;;;0,771107139;7,087545768;
1972;65440;;5;3601;;;406200;336596,9111;;;0,82864823;7,399311438;
1973;65440;;5;3601;;;392628;353178,7907;;;0,899525227;7,152084813;
1974;65440;;5;3601;;;391004;398330,6833;;;1,018738129;7,12250214;
1975;65440;;5;3585;;;384398;460019,0256;;;1,196725856;7,002167696;
1976;65440;;9;4386;;;450922;651904,012;;;1,445713476;8,213964333;
1977;65440;;9;4386;;;456613;710695,0608;;;1,556449468;8,3176312;
1978;65440;;9;4201;;;496638;844329,4301;;;1,700090267;9,658084089;
1979;65440;;11;3965;;;485501;918138,0792;;;1,891114702;9,441503637;
1980;65440;;9;2616;;;462280;987071,5611;;;2,135224455;8,989926491;
1981;65440;;9;2616;;;487783;1257175,699;;;2,577325776;9,485881529;
1982;65440;;8;2085;;;526837;1517390,164;;;2,880189061;10,24536191;
1983;65440;;13;2357;;;488202;1502080,167;;;3,076759552;9,494029793;
1984;65440;;13;2357;;;529788;1755950,161;;;3,314439288;10,3027498;
1985;65440;;13;2360;;;416703;1441763,561;;;3,45993084;8,103593793;
1986;65440;;13;2387;;;380496;1580670,074;;;4,15423572;7,999327251;
1987;65440;;13;2387;;;263303;1147209,305;;;4,356992913;5,53552958;
1988;65440;;10;1775;;;216700;1000981,772;;;4,619205222;4,555775133;
1989;65440;;10;1775;;;197052;925544,2232;;;4,696954221;4,142706976;
1990;65440;;10;1775;;;217232;1067354,622;;;4,913431826;4,566959593;
1991;65440;;10;1775;;;202496;934550,8928;;;4,615157301;4,257158475;
1992;65440;2;10;1775;;10415;188452;999370,8429;10,40000839;;5,303052464;3,961905563;
1993;65440;2;10;1775;;11048;226864;1207183,093;11,74127623;;5,32117521;4,769457175;
1994;65440;2;10;1775;;11154;202813;1049063,429;10,3888713;;5,17256502;4,263822899;
1995;65440;2;10;1775;;11664;231769;1212858,77;11,26061411;;5,233050018;5,008514317;
1996;65440;2;10;1775;;11950;233735;1164510,783;11,08793498;;4,982184027;5,05099946;
1997;65440;2;10;1775;;11735;232654;1195566,478;11,25174952;;5,138817633;5,027639114;
1998;65440;2;10;1775;;10833;271952;1445663,969;14,69407162;;5,315879158;5,876866559;
1999;65440;2;13;2027;1;11407;231523;1201919,638;12,53260047;;5,191361714;5,003198271;
2000;65440;1;8;1235;1;11553;239449;1229926,657;13,52718328;;5,136486921;5,17447866;
2001;65440;1;8;1235;1;12228;303636;1532144,79;16,31958516;;5,045991878;6,561555916;
2002;65440;1;8;1235;1;12033;301079;1566016,67;16,44979757;;5,201348052;6,506299298;
2003;65440;1;8;1235;1;12346;273037;1535260,58;14,45694268;;5,62290305;6,249988555;
2004;65440;1;8;1235;1;13952;284799;1662188,22;13,4185597;;5,836355535;6,519228128;
2005;65440;1;8;1235;1;13849;235542;1383346,83;11,23515007;;5,873036783;5,391704436;
2006;65440;1;8;1235;1;14249;253105;1527173,58;11,583509;;6,033755082;6,074908794;
2007;65440;1;8;1235;1;13820;244250;1468291,8;11,60076829;;6,011430092;5,94832205;
2008;65440;1;8;1235;1;14660;254070;1536459,9;11,25200288;;6,047388121;6,258960905;
2009;65440;1;8;1235;1;14901;282862;1853697,4;12,35125415;;6,553363124;6,968245757;
2010;65440;1;11;2049;1;20615;361074;2446740,65;9,115281907;;6,776285886;8,894981893;
2011;65440;1;11;2049;1;22289;412511;2807694,88;10,01772544;;6,80635154;10,16212155;
2012;65440;1;11;2049;1;22732;385053;2635180,2;9,24594009;;6,843681779;9,485699505;
2013;65440;1;11;2049;1;22451;367174;2510483,55;8,951729888;;6,837312963;9,045254108;
2014;65440;1;11;2049;1;22565;410892;2822231,4;9,941609749;;6,86854794;10,12223782;
2015;65440;1;11;2049;1;22346;408743;2899957,35;9,983579021;;7,094818382;10,06929766;
2016;65440;1;11;2049;1;22318;415031;2906213,2;10,17898219;;7,002400303;10,22420122;
2017;65440;1;11;2049;1;22471;400076;2885991,89;9,763471153;;7,213609139;9,855787944;
2018;65440;1;11;2049;1;22459;377699;2730794,83;9,226478525;;7,230082235;9,304535265;
2019;65440;1;11;2049;1;21742;389217;2918678,59;9,855351435;;7,498846633;9,588278767;
2020;65440;1;11;1968;1;10852;101803;771712,35;5,265784993;;7,580448022;2,50789545;
1960;83137;;24;14052;;;2907199;945425,5386;;;0,325201522;17,96818853;
1961;83137;;22;13528;;;2668786;893530,826;;;0,334807971;16,49465688;
1962;83137;;23;13593;;;2638218;975890,1879;;;0,36990506;16,30572878;
1963;83137;;23;13593;;;2591658;1045213,482;;;0,403299155;16,01796078;
1964;83137;;20;12644;;;2493343;1078067,922;;;0,432378506;15,41031663;
1965;83137;;16;9844;;;2322025;1126800,08;;;0,485266128;14,35147129;
1966;83137;;15;8844;;;1978985;1028370,152;;;0,519645249;11,32492303;
1967;83137;;14;8502;;;1772248;963605,6937;;;0,543719442;10,1418516;
1968;83137;;13;7815;;;1862030;1011007,276;;;0,542959714;10,65563733;
1969;83137;;13;7809;;;1769843;1084715,004;;;0,612887699;10,12808877;
1970;83137;;13;7809;;;1755243;1172305,807;;;0,66788804;10,04453893;
1971;83137;;16;7501;;;1645390;1265043,898;;;0,768841368;9,050500272;
1972;83137;;19;7943;;;1662277;1486198,333;;;0,894073811;9,14338755;
1973;83137;;19;7969;;;1590460;1556357,2;;;0,978557902;8,74835672;
1974;83137;;31;9355;;;1647305;1958753,241;;;1,189065317;9,061033768;
1975;83137;;33;8844;;;1942688;2832253,791;;;1,45790461;10,68579381;
1976;83137;;33;8844;;;1860093;3187074,763;;;1,713395385;10,23147837;
1977;83137;;33;8844;;;1675162;3097590,391;;;1,849128855;9,214261748;
1978;83137;;39;8825;;;1697277;3384085,695;;;1,993832294;9,459640068;
