annee;region;categorie;pourcentage
2005;Basse-Normandie;hommes;48
2006;Basse-Normandie;hommes;49,7
2007;Basse-Normandie;hommes;47,6
2008;Basse-Normandie;hommes;38,10526316
2009;Basse-Normandie;hommes;40,4494382
2010;Basse-Normandie;hommes;42,61168385
2011;Basse-Normandie;hommes;43,38235294
2012;Basse-Normandie;hommes;46,89922481
2013;Basse-Normandie;hommes;48,61336572
2014;Basse-Normandie;hommes;43,41097305
2015;Basse-Normandie;hommes;44,12334197
2005;Bourgogne;hommes;49,5
2006;Bourgogne;hommes;47,8
2007;Bourgogne;hommes;48,3
2008;Bourgogne;hommes;39,8245614
2009;Bourgogne;hommes;43,27272727
2010;Bourgogne;hommes;48,08184143
2011;Bourgogne;hommes;45,74468085
2012;Bourgogne;hommes;47,29520866
2013;Bourgogne;hommes;46,12792623
2014;Bourgogne;hommes;44,97708217
2015;Bourgogne;hommes;44,0830263
2005;Bretagne;hommes;47,4
2006;Bretagne;hommes;47
2007;Bretagne;hommes;46,3
2008;Bretagne;hommes;43,74482187
2009;Bretagne;hommes;43,56357928
2010;Bretagne;hommes;46,60246121
2011;Bretagne;hommes;41,19937695
2012;Bretagne;hommes;41,93548387
2013;Bretagne;hommes;43,86903085
2014;Bretagne;hommes;48,52128495
2015;Bretagne;hommes;45,12070662
2005;Centre;hommes;47,3
2006;Centre;hommes;44,6
2007;Centre;hommes;42,5
2008;Centre;hommes;44,79917611
2009;Centre;hommes;45,1446281
2010;Centre;hommes;46,97933227
2011;Centre;hommes;44,84210526
2012;Centre;hommes;42,68177526
2013;Centre;hommes;42,82866448
2014;Centre;hommes;42,88735244
2015;Centre;hommes;40,62325431
2005;Champagne-Ardenne;hommes;45,8
2006;Champagne-Ardenne;hommes;46,6
2007;Champagne-Ardenne;hommes;45,4
2008;Champagne-Ardenne;hommes;45,4308094
2009;Champagne-Ardenne;hommes;38,61892583
2010;Champagne-Ardenne;hommes;44,90196078
2011;Champagne-Ardenne;hommes;41,11405836
2012;Champagne-Ardenne;hommes;46,13636364
2013;Champagne-Ardenne;hommes;41,91894926
2014;Champagne-Ardenne;hommes;43,79443668
2015;Champagne-Ardenne;hommes;43,32256381
2005;Corse;hommes;
2006;Corse;hommes;
2007;Corse;hommes;
2008;Corse;hommes;
2009;Corse;hommes;
2010;Corse;hommes;
2011;Corse;hommes;
2012;Corse;hommes;
2013;Corse;hommes;
2014;Corse;hommes;
2015;Corse;hommes;
2005;Franche-Comté;hommes;50,3
2006;Franche-Comté;hommes;50,9
2007;Franche-Comté;hommes;50,2
2008;Franche-Comté;hommes;46,99453552
2009;Franche-Comté;hommes;51,29533679
2010;Franche-Comté;hommes;52,51937984
2011;Franche-Comté;hommes;50,58139535
2012;Franche-Comté;hommes;50,99150142
2013;Franche-Comté;hommes;51,39743702
2014;Franche-Comté;hommes;56,1909915
2015;Franche-Comté;hommes;55,39890834
2005;Haute-Normandie;hommes;43,9
2006;Haute-Normandie;hommes;48,6
2007;Haute-Normandie;hommes;45,8
2008;Haute-Normandie;hommes;44,76843911
2009;Haute-Normandie;hommes;45,33333333
2010;Haute-Normandie;hommes;49,11392405
2011;Haute-Normandie;hommes;42,17687075
2012;Haute-Normandie;hommes;47,17285945
2013;Haute-Normandie;hommes;43,84904118
2014;Haute-Normandie;hommes;44,37781944
2015;Haute-Normandie;hommes;42,22398221
2005;Ile-de-France;hommes;45,8
2006;Ile-de-France;hommes;44
2007;Ile-de-France;hommes;45,3
2008;Ile-de-France;hommes;42,98428328
2009;Ile-de-France;hommes;48,27979472
2010;Ile-de-France;hommes;51,17260206
2011;Ile-de-France;hommes;46,83609074
2012;Ile-de-France;hommes;44,74501109
2013;Ile-de-France;hommes;47,86777003
2014;Ile-de-France;hommes;47,20669763
2015;Ile-de-France;hommes;46,30230597
2005;Languedoc-Roussillon;hommes;52,4
2006;Languedoc-Roussillon;hommes;48,7
2007;Languedoc-Roussillon;hommes;47,3
2008;Languedoc-Roussillon;hommes;43,85521886
2009;Languedoc-Roussillon;hommes;46,51837524
2010;Languedoc-Roussillon;hommes;46,03283174
2011;Languedoc-Roussillon;hommes;43,88625592
2012;Languedoc-Roussillon;hommes;42,65799257
2013;Languedoc-Roussillon;hommes;41,58929787
2014;Languedoc-Roussillon;hommes;41,98943614
2015;Languedoc-Roussillon;hommes;41,58128919
2005;Limousin;hommes;
2006;Limousin;hommes;
2007;Limousin;hommes;
2008;Limousin;hommes;
2009;Limousin;hommes;
2010;Limousin;hommes;44
2011;Limousin;hommes;
2012;Limousin;hommes;
2013;Limousin;hommes;
2014;Limousin;hommes;
2015;Limousin;hommes;
2005;Lorraine;hommes;49,2
2006;Lorraine;hommes;50,6
2007;Lorraine;hommes;47,3
2008;Lorraine;hommes;42,65033408
2009;Lorraine;hommes;50,33407572
2010;Lorraine;hommes;51,61538462
2011;Lorraine;hommes;44,23963134
2012;Lorraine;hommes;46,08788853
2013;Lorraine;hommes;47,75764089
2014;Lorraine;hommes;49,54516464
2015;Lorraine;hommes;46,36008908
2005;Midi-Pyrénées;hommes;47,2
2006;Midi-Pyrénées;hommes;47,6
2007;Midi-Pyrénées;hommes;50,1
2008;Midi-Pyrénées;hommes;47,98567592
2009;Midi-Pyrénées;hommes;46,02903501
2010;Midi-Pyrénées;hommes;49,61742201
2011;Midi-Pyrénées;hommes;45,86709887
2012;Midi-Pyrénées;hommes;48,66264021
2013;Midi-Pyrénées;hommes;49,57398681
2014;Midi-Pyrénées;hommes;49,72725555
2015;Midi-Pyrénées;hommes;47,36832989
2005;Nord-Pas-de-Calais;hommes;44,8
2006;Nord-Pas-de-Calais;hommes;46,5
2007;Nord-Pas-de-Calais;hommes;42,7
2008;Nord-Pas-de-Calais;hommes;44,08967391
2009;Nord-Pas-de-Calais;hommes;43,86084584
2010;Nord-Pas-de-Calais;hommes;49,68944099
2011;Nord-Pas-de-Calais;hommes;47,61575674
2012;Nord-Pas-de-Calais;hommes;44,56902593
2013;Nord-Pas-de-Calais;hommes;45,07307215
2014;Nord-Pas-de-Calais;hommes;45,9508148
2015;Nord-Pas-de-Calais;hommes;44,78471741
2005;Pays de la Loire;hommes;48,8
2006;Pays de la Loire;hommes;50,5
2007;Pays de la Loire;hommes;48,5
2008;Pays de la Loire;hommes;46,78899083
2009;Pays de la Loire;hommes;44,65675867
2010;Pays de la Loire;hommes;48,09411765
2011;Pays de la Loire;hommes;44,62290503
2012;Pays de la Loire;hommes;40,76086957
2013;Pays de la Loire;hommes;44,38939696
2014;Pays de la Loire;hommes;47,10763224
2015;Pays de la Loire;hommes;48,36915275
2005;Picardie;hommes;43,9
2006;Picardie;hommes;47,1
2007;Picardie;hommes;45,1
2008;Picardie;hommes;42,3670669
2009;Picardie;hommes;46,9924812
2010;Picardie;hommes;48,35858586
2011;Picardie;hommes;43,35154827
2012;Picardie;hommes;49,32038835
2013;Picardie;hommes;46,9440014
2014;Picardie;hommes;46,43711194
2015;Picardie;hommes;46,27790642
2005;Poitou-Charentes;hommes;48,4
2006;Poitou-Charentes;hommes;49,5
2007;Poitou-Charentes;hommes;48
2008;Poitou-Charentes;hommes;46,79487179
2009;Poitou-Charentes;hommes;45,40983607
2010;Poitou-Charentes;hommes;50,11574074
2011;Poitou-Charentes;hommes;46,36785162
2012;Poitou-Charentes;hommes;45,37931034
2013;Poitou-Charentes;hommes;42,45218162
2014;Poitou-Charentes;hommes;48,31864983
2015;Poitou-Charentes;hommes;48,20515289
2005;Provence-Alpes-Côte-d'Azur;hommes;48,4
2006;Provence-Alpes-Côte-d'Azur;hommes;47,3
2007;Provence-Alpes-Côte-d'Azur;hommes;46
2008;Provence-Alpes-Côte-d'Azur;hommes;45,26476578
2009;Provence-Alpes-Côte-d'Azur;hommes;43,45922277
2010;Provence-Alpes-Côte-d'Azur;hommes;46,5184105
2011;Provence-Alpes-Côte-d'Azur;hommes;44,17525773
2012;Provence-Alpes-Côte-d'Azur;hommes;43,30835118
2013;Provence-Alpes-Côte-d'Azur;hommes;46,37674782
2014;Provence-Alpes-Côte-d'Azur;hommes;47,24916784
2015;Provence-Alpes-Côte-d'Azur;hommes;45,82834905
2005;Rhône-Alpes;hommes;48,3
2006;Rhône-Alpes;hommes;48,4
2007;Rhône-Alpes;hommes;47,7
2008;Rhône-Alpes;hommes;42,7961165
2009;Rhône-Alpes;hommes;43,78551136
2010;Rhône-Alpes;hommes;47,95162883
2011;Rhône-Alpes;hommes;43,24894515
2012;Rhône-Alpes;hommes;45,94202899
2013;Rhône-Alpes;hommes;45,25344153
2014;Rhône-Alpes;hommes;46,15244025
2015;Rhône-Alpes;hommes;50,253744
2005;Alsace;femmes;52,4
2006;Alsace;femmes;52,2
2007;Alsace;femmes;49,8
2008;Alsace;femmes;49,08376963
2009;Alsace;femmes;51,66002656
2010;Alsace;femmes;47,25848564
2011;Alsace;femmes;49,64370546
2012;Alsace;femmes;51,56054931
2013;Alsace;femmes;53,33155317
2014;Alsace;femmes;50,79474029
2015;Alsace;femmes;41,58635637
2005;Aquitaine;femmes;57,4
2006;Aquitaine;femmes;52,2
2007;Aquitaine;femmes;53,6
2008;Aquitaine;femmes;55,40647198
2009;Aquitaine;femmes;55,66583954
2010;Aquitaine;femmes;51,10526316
2011;Aquitaine;femmes;54,12710007
2012;Aquitaine;femmes;51,87914517
2013;Aquitaine;femmes;51,16051762
2014;Aquitaine;femmes;55,78997737
2015;Aquitaine;femmes;51,9828449
2005;Auvergne;femmes;53,7
2006;Auvergne;femmes;49,8
2007;Auvergne;femmes;51,1
2008;Auvergne;femmes;50,11086475
2009;Auvergne;femmes;50,53763441
2010;Auvergne;femmes;47,14714715
2011;Auvergne;femmes;51,98135198
2012;Auvergne;femmes;52,10084034
2013;Auvergne;femmes;52,65341326
2014;Auvergne;femmes;51,78234315
2015;Auvergne;femmes;57,60433374
2005;Basse-Normandie;femmes;51,6
2006;Basse-Normandie;femmes;50,3
2007;Basse-Normandie;femmes;52,6
2008;Basse-Normandie;femmes;61,89473684
2009;Basse-Normandie;femmes;59,5505618
2010;Basse-Normandie;femmes;57,38831615
2011;Basse-Normandie;femmes;56,61764706
2012;Basse-Normandie;femmes;53,10077519
2013;Basse-Normandie;femmes;51,38663428
2014;Basse-Normandie;femmes;56,58902695
2015;Basse-Normandie;femmes;55,87665803
2005;Bourgogne;femmes;50,7
2006;Bourgogne;femmes;52,2
2007;Bourgogne;femmes;51,8
2008;Bourgogne;femmes;60,1754386
2009;Bourgogne;femmes;56,72727273
2010;Bourgogne;femmes;51,91815857
2011;Bourgogne;femmes;54,25531915
2012;Bourgogne;femmes;52,70479134
2013;Bourgogne;femmes;53,87207377
2014;Bourgogne;femmes;55,02291783
2015;Bourgogne;femmes;55,9169737
2005;Bretagne;femmes;52,6
2006;Bretagne;femmes;53
2007;Bretagne;femmes;53,8
2008;Bretagne;femmes;56,25517813
2009;Bretagne;femmes;56,43642072
2010;Bretagne;femmes;53,39753879
2011;Bretagne;femmes;58,80062305
2012;Bretagne;femmes;58,06451613
2013;Bretagne;femmes;56,13096915
2014;Bretagne;femmes;51,47871505
2015;Bretagne;femmes;54,87929338
2005;Centre;femmes;52,7
2006;Centre;femmes;55,4
2007;Centre;femmes;57,4
2008;Centre;femmes;55,20082389
2009;Centre;femmes;54,8553719
2010;Centre;femmes;53,02066773
2011;Centre;femmes;55,15789474
2012;Centre;femmes;57,31822474
2013;Centre;femmes;57,17133552
2014;Centre;femmes;57,11264756
2015;Centre;femmes;59,37674569
2005;Champagne-Ardenne;femmes;54,4
2006;Champagne-Ardenne;femmes;53,4
2007;Champagne-Ardenne;femmes;54,4
2008;Champagne-Ardenne;femmes;54,5691906
2009;Champagne-Ardenne;femmes;61,38107417
2010;Champagne-Ardenne;femmes;55,09803922
2011;Champagne-Ardenne;femmes;58,88594164
2012;Champagne-Ardenne;femmes;53,86363636
2013;Champagne-Ardenne;femmes;58,08105074
2014;Champagne-Ardenne;femmes;56,20556332
2015;Champagne-Ardenne;femmes;56,67743619
2005;Corse;femmes;
2006;Corse;femmes;
2007;Corse;femmes;
2008;Corse;femmes;
2009;Corse;femmes;
2010;Corse;femmes;
2011;Corse;femmes;
2012;Corse;femmes;
2013;Corse;femmes;
2014;Corse;femmes;
2015;Corse;femmes;
2005;Franche-Comté;femmes;49,7
2006;Franche-Comté;femmes;49,1
2007;Franche-Comté;femmes;49,8
2008;Franche-Comté;femmes;53,00546448
2009;Franche-Comté;femmes;48,70466321
2010;Franche-Comté;femmes;47,48062016
2011;Franche-Comté;femmes;49,41860465
2012;Franche-Comté;femmes;49,00849858
2013;Franche-Comté;femmes;48,60256298
2014;Franche-Comté;femmes;43,8090085
2015;Franche-Comté;femmes;44,60109166
2005;Haute-Normandie;femmes;55,9
2006;Haute-Normandie;femmes;51,4
2007;Haute-Normandie;femmes;54,2
2008;Haute-Normandie;femmes;55,23156089
2009;Haute-Normandie;femmes;54,66666667
2010;Haute-Normandie;femmes;50,88607595
2011;Haute-Normandie;femmes;57,82312925
2012;Haute-Normandie;femmes;52,82714055
2013;Haute-Normandie;femmes;56,15095882
2014;Haute-Normandie;femmes;55,62218056
2015;Haute-Normandie;femmes;57,77601779
2005;Ile-de-France;femmes;54,2
2006;Ile-de-France;femmes;56
2007;Ile-de-France;femmes;54,7
2008;Ile-de-France;femmes;57,01571672
2009;Ile-de-France;femmes;51,72020528
2010;Ile-de-France;femmes;48,82739794
2011;Ile-de-France;femmes;53,16390926
2012;Ile-de-France;femmes;55,25498891
2013;Ile-de-France;femmes;52,13222997
2014;Ile-de-France;femmes;52,79330237
2015;Ile-de-France;femmes;53,69769403
2005;Languedoc-Roussillon;femmes;47,6
2006;Languedoc-Roussillon;femmes;51,3
2007;Languedoc-Roussillon;femmes;52,6
2008;Languedoc-Roussillon;femmes;56,14478114
2009;Languedoc-Roussillon;femmes;53,48162476
2010;Languedoc-Roussillon;femmes;53,96716826
2011;Languedoc-Roussillon;femmes;56,11374408
2012;Languedoc-Roussillon;femmes;57,34200743
2013;Languedoc-Roussillon;femmes;58,41070213
2014;Languedoc-Roussillon;femmes;58,01056386
2015;Languedoc-Roussillon;femmes;58,41871081
2005;Limousin;femmes;
2006;Limousin;femmes;
2007;Limousin;femmes;
2008;Limousin;femmes;
2009;Limousin;femmes;
2010;Limousin;femmes;56
2011;Limousin;femmes;
2012;Limousin;femmes;
2013;Limousin;femmes;
2014;Limousin;femmes;
2015;Limousin;femmes;
2005;Lorraine;femmes;50,8
2006;Lorraine;femmes;49,4
2007;Lorraine;femmes;52,6
2008;Lorraine;femmes;57,34966592
2009;Lorraine;femmes;49,66592428
2010;Lorraine;femmes;48,38461538
2011;Lorraine;femmes;55,76036866
2012;Lorraine;femmes;53,91211147
2013;Lorraine;femmes;52,24235911
2014;Lorraine;femmes;50,45483536
2015;Lorraine;femmes;53,63991092
2005;Midi-Pyrénées;femmes;52,6
2006;Midi-Pyrénées;femmes;52,4
2007;Midi-Pyrénées;femmes;49,9
2008;Midi-Pyrénées;femmes;52,01432408
2009;Midi-Pyrénées;femmes;53,97096499
2010;Midi-Pyrénées;femmes;50,38257799
2011;Midi-Pyrénées;femmes;54,13290113
2012;Midi-Pyrénées;femmes;51,33735979
2013;Midi-Pyrénées;femmes;50,42601319
2014;Midi-Pyrénées;femmes;50,27274445
2015;Midi-Pyrénées;femmes;52,63167011
2005;Nord-Pas-de-Calais;femmes;55,2
2006;Nord-Pas-de-Calais;femmes;53,5
2007;Nord-Pas-de-Calais;femmes;57,3
2008;Nord-Pas-de-Calais;femmes;55,91032609
2009;Nord-Pas-de-Calais;femmes;56,13915416
2010;Nord-Pas-de-Calais;femmes;50,31055901
2011;Nord-Pas-de-Calais;femmes;52,38424326
2012;Nord-Pas-de-Calais;femmes;55,43097407
2013;Nord-Pas-de-Calais;femmes;54,92692785
2014;Nord-Pas-de-Calais;femmes;54,0491852
2015;Nord-Pas-de-Calais;femmes;55,21528259
2005;Pays de la Loire;femmes;51,1
2006;Pays de la Loire;femmes;49,5
2007;Pays de la Loire;femmes;51,6
2008;Pays de la Loire;femmes;53,21100917
2009;Pays de la Loire;femmes;55,34324133
2010;Pays de la Loire;femmes;51,90588235
2011;Pays de la Loire;femmes;55,37709497
2012;Pays de la Loire;femmes;59,23913043
2013;Pays de la Loire;femmes;55,61060304
2014;Pays de la Loire;femmes;52,89236776
2015;Pays de la Loire;femmes;51,63084725
2005;Picardie;femmes;56,1
2006;Picardie;femmes;52,9
2007;Picardie;femmes;54,9
2008;Picardie;femmes;57,6329331
2009;Picardie;femmes;53,0075188
2010;Picardie;femmes;51,64141414
2011;Picardie;femmes;56,64845173
2012;Picardie;femmes;50,67961165
2013;Picardie;femmes;53,0559986
2014;Picardie;femmes;53,56288806
2015;Picardie;femmes;53,72209358
2005;Poitou-Charentes;femmes;51,8
2006;Poitou-Charentes;femmes;50,5
2007;Poitou-Charentes;femmes;52,1
2008;Poitou-Charentes;femmes;53,20512821
2009;Poitou-Charentes;femmes;54,59016393
2010;Poitou-Charentes;femmes;49,88425926
2011;Poitou-Charentes;femmes;53,63214838
2012;Poitou-Charentes;femmes;54,62068966
2013;Poitou-Charentes;femmes;57,54781838
2014;Poitou-Charentes;femmes;51,68135017
2015;Poitou-Charentes;femmes;51,79484711
2005;Provence-Alpes-Côte-d'Azur;femmes;51,6
2006;Provence-Alpes-Côte-d'Azur;femmes;52,7
2007;Provence-Alpes-Côte-d'Azur;femmes;54
2008;Provence-Alpes-Côte-d'Azur;femmes;54,73523422
2009;Provence-Alpes-Côte-d'Azur;femmes;56,54077723
2010;Provence-Alpes-Côte-d'Azur;femmes;53,4815895
2011;Provence-Alpes-Côte-d'Azur;femmes;55,82474227
2012;Provence-Alpes-Côte-d'Azur;femmes;56,69164882
2013;Provence-Alpes-Côte-d'Azur;femmes;53,62325218
2014;Provence-Alpes-Côte-d'Azur;femmes;52,75083216
2015;Provence-Alpes-Côte-d'Azur;femmes;54,17165095
2005;Rhône-Alpes;femmes;51,7
2006;Rhône-Alpes;femmes;51,6
2007;Rhône-Alpes;femmes;52,2
2008;Rhône-Alpes;femmes;57,2038835
2009;Rhône-Alpes;femmes;56,21448864
2010;Rhône-Alpes;femmes;52,04837117
2011;Rhône-Alpes;femmes;56,75105485
2012;Rhône-Alpes;femmes;54,05797101
2013;Rhône-Alpes;femmes;54,74655847
2014;Rhône-Alpes;femmes;53,84755975
2015;Rhône-Alpes;femmes;49,746256
2005;Alsace;jeunes (15-24 ans);31,1
2006;Alsace;jeunes (15-24 ans);29,8
2007;Alsace;jeunes (15-24 ans);31,7
2008;Alsace;jeunes (15-24 ans);31,54450262
2009;Alsace;jeunes (15-24 ans);33,99734396
2010;Alsace;jeunes (15-24 ans);26,63185379
2011;Alsace;jeunes (15-24 ans);18,17102138
2012;Alsace;jeunes (15-24 ans);21,72284644
2013;Alsace;jeunes (15-24 ans);22,08022143
2014;Alsace;jeunes (15-24 ans);21,24715803
2015;Alsace;jeunes (15-24 ans);18,3047798
2005;Aquitaine;jeunes (15-24 ans);21,3
2006;Aquitaine;jeunes (15-24 ans);20,9
2007;Aquitaine;jeunes (15-24 ans);25,2
2008;Aquitaine;jeunes (15-24 ans);25,33543804
2009;Aquitaine;jeunes (15-24 ans);25,22746071
2010;Aquitaine;jeunes (15-24 ans);20,73684211
2011;Aquitaine;jeunes (15-24 ans);15,70489408
2012;Aquitaine;jeunes (15-24 ans);19,60206338
2013;Aquitaine;jeunes (15-24 ans);19,54302466
2014;Aquitaine;jeunes (15-24 ans);16,75900015
2015;Aquitaine;jeunes (15-24 ans);16,89229667
2005;Auvergne;jeunes (15-24 ans);24,3
2006;Auvergne;jeunes (15-24 ans);22,1
2007;Auvergne;jeunes (15-24 ans);26,9
2008;Auvergne;jeunes (15-24 ans);31,92904656
2009;Auvergne;jeunes (15-24 ans);29,24731183
2010;Auvergne;jeunes (15-24 ans);24,92492492
2011;Auvergne;jeunes (15-24 ans);17,94871795
2012;Auvergne;jeunes (15-24 ans);24,3697479
2013;Auvergne;jeunes (15-24 ans);20,15481799
2014;Auvergne;jeunes (15-24 ans);22,76331556
2015;Auvergne;jeunes (15-24 ans);19,60884405
2005;Basse-Normandie;jeunes (15-24 ans);25,1
2006;Basse-Normandie;jeunes (15-24 ans);23,1
2007;Basse-Normandie;jeunes (15-24 ans);31,7
2008;Basse-Normandie;jeunes (15-24 ans);30,52631579
2009;Basse-Normandie;jeunes (15-24 ans);28,31460674
2010;Basse-Normandie;jeunes (15-24 ans);22,16494845
2011;Basse-Normandie;jeunes (15-24 ans);18,87254902
2012;Basse-Normandie;jeunes (15-24 ans);23,8372093
2013;Basse-Normandie;jeunes (15-24 ans);21,78825528
2014;Basse-Normandie;jeunes (15-24 ans);22,73953665
2015;Basse-Normandie;jeunes (15-24 ans);22,15879311
2005;Bourgogne;jeunes (15-24 ans);27,5
2006;Bourgogne;jeunes (15-24 ans);27,8
2007;Bourgogne;jeunes (15-24 ans);29,9
2008;Bourgogne;jeunes (15-24 ans);32,98245614
2009;Bourgogne;jeunes (15-24 ans);29,09090909
2010;Bourgogne;jeunes (15-24 ans);26,59846547
2011;Bourgogne;jeunes (15-24 ans);17,73049645
2012;Bourgogne;jeunes (15-24 ans);22,7202473
2013;Bourgogne;jeunes (15-24 ans);21,69002271
2014;Bourgogne;jeunes (15-24 ans);16,70585161
2015;Bourgogne;jeunes (15-24 ans);18,13237131
2005;Bretagne;jeunes (15-24 ans);31
2006;Bretagne;jeunes (15-24 ans);27,2
2007;Bretagne;jeunes (15-24 ans);30,4
2008;Bretagne;jeunes (15-24 ans);31,89726595
2009;Bretagne;jeunes (15-24 ans);32,02511774
2010;Bretagne;jeunes (15-24 ans);24,98662386
2011;Bretagne;jeunes (15-24 ans);18,92523364
2012;Bretagne;jeunes (15-24 ans);23,15412186
2013;Bretagne;jeunes (15-24 ans);23,39905221
2014;Bretagne;jeunes (15-24 ans);19,87312569
2015;Bretagne;jeunes (15-24 ans);18,29100673
2005;Centre;jeunes (15-24 ans);26,9
2006;Centre;jeunes (15-24 ans);25,2
2007;Centre;jeunes (15-24 ans);28,8
2008;Centre;jeunes (15-24 ans);29,76313079
2009;Centre;jeunes (15-24 ans);29,23553719
2010;Centre;jeunes (15-24 ans);28,06041335
2011;Centre;jeunes (15-24 ans);20,52631579
2012;Centre;jeunes (15-24 ans);21,71860246
2013;Centre;jeunes (15-24 ans);21,32757202
2014;Centre;jeunes (15-24 ans);18,04265736
2015;Centre;jeunes (15-24 ans);19,48112505
2005;Champagne-Ardenne;jeunes (15-24 ans);29,1
2006;Champagne-Ardenne;jeunes (15-24 ans);27
2007;Champagne-Ardenne;jeunes (15-24 ans);29,9
2008;Champagne-Ardenne;jeunes (15-24 ans);26,10966057
2009;Champagne-Ardenne;jeunes (15-24 ans);31,45780051
2010;Champagne-Ardenne;jeunes (15-24 ans);23,33333333
2011;Champagne-Ardenne;jeunes (15-24 ans);22,28116711
2012;Champagne-Ardenne;jeunes (15-24 ans);29,09090909
2013;Champagne-Ardenne;jeunes (15-24 ans);21,75648358
2014;Champagne-Ardenne;jeunes (15-24 ans);26,03172716
2015;Champagne-Ardenne;jeunes (15-24 ans);26,6626753
2005;Corse;jeunes (15-24 ans);
2006;Corse;jeunes (15-24 ans);
2007;Corse;jeunes (15-24 ans);
2008;Corse;jeunes (15-24 ans);
2009;Corse;jeunes (15-24 ans);
2010;Corse;jeunes (15-24 ans);
2011;Corse;jeunes (15-24 ans);
2012;Corse;jeunes (15-24 ans);
2013;Corse;jeunes (15-24 ans);
2014;Corse;jeunes (15-24 ans);
2015;Corse;jeunes (15-24 ans);
2005;Franche-Comté;jeunes (15-24 ans);29,6
2006;Franche-Comté;jeunes (15-24 ans);29,9
2007;Franche-Comté;jeunes (15-24 ans);29,7
2008;Franche-Comté;jeunes (15-24 ans);33,06010929
2009;Franche-Comté;jeunes (15-24 ans);25,64766839
2010;Franche-Comté;jeunes (15-24 ans);26,9379845
2011;Franche-Comté;jeunes (15-24 ans);20,93023256
2012;Franche-Comté;jeunes (15-24 ans);27,76203966
2013;Franche-Comté;jeunes (15-24 ans);21,23457314
2014;Franche-Comté;jeunes (15-24 ans);19,54351205
2015;Franche-Comté;jeunes (15-24 ans);18,72654634
2005;Haute-Normandie;jeunes (15-24 ans);24,6
2006;Haute-Normandie;jeunes (15-24 ans);23,8
2007;Haute-Normandie;jeunes (15-24 ans);30,8
2008;Haute-Normandie;jeunes (15-24 ans);29,84562607
2009;Haute-Normandie;jeunes (15-24 ans);29
2010;Haute-Normandie;jeunes (15-24 ans);23,41772152
2011;Haute-Normandie;jeunes (15-24 ans);19,3877551
2012;Haute-Normandie;jeunes (15-24 ans);29,40226171
2013;Haute-Normandie;jeunes (15-24 ans);25,07187357
2014;Haute-Normandie;jeunes (15-24 ans);27,14028465
2015;Haute-Normandie;jeunes (15-24 ans);27,58156228
2005;Ile-de-France;jeunes (15-24 ans);19,4
2006;Ile-de-France;jeunes (15-24 ans);23,7
2007;Ile-de-France;jeunes (15-24 ans);30,9
2008;Ile-de-France;jeunes (15-24 ans);30,73281575
2009;Ile-de-France;jeunes (15-24 ans);29,11993918
2010;Ile-de-France;jeunes (15-24 ans);24,97828515
2011;Ile-de-France;jeunes (15-24 ans);17,00494627
2012;Ile-de-France;jeunes (15-24 ans);23,3481153
2013;Ile-de-France;jeunes (15-24 ans);18,13742095
2014;Ile-de-France;jeunes (15-24 ans);15,29810794
2015;Ile-de-France;jeunes (15-24 ans);17,01528858
2005;Languedoc-Roussillon;jeunes (15-24 ans);16,8
2006;Languedoc-Roussillon;jeunes (15-24 ans);18,4
2007;Languedoc-Roussillon;jeunes (15-24 ans);21,8
2008;Languedoc-Roussillon;jeunes (15-24 ans);22,47474747
2009;Languedoc-Roussillon;jeunes (15-24 ans);25,72533849
2010;Languedoc-Roussillon;jeunes (15-24 ans);20,7250342
2011;Languedoc-Roussillon;jeunes (15-24 ans);13,83886256
2012;Languedoc-Roussillon;jeunes (15-24 ans);22,58364312
2013;Languedoc-Roussillon;jeunes (15-24 ans);21,65335318
2014;Languedoc-Roussillon;jeunes (15-24 ans);20,9140169
2015;Languedoc-Roussillon;jeunes (15-24 ans);19,32234107
2005;Limousin;jeunes (15-24 ans);
2006;Limousin;jeunes (15-24 ans);
2007;Limousin;jeunes (15-24 ans);
2008;Limousin;jeunes (15-24 ans);
2009;Limousin;jeunes (15-24 ans);
2010;Limousin;jeunes (15-24 ans);21
2011;Limousin;jeunes (15-24 ans);
2012;Limousin;jeunes (15-24 ans);
2013;Limousin;jeunes (15-24 ans);
2014;Limousin;jeunes (15-24 ans);
2015;Limousin;jeunes (15-24 ans);
2005;Lorraine;jeunes (15-24 ans);25,2
2006;Lorraine;jeunes (15-24 ans);25,3
2007;Lorraine;jeunes (15-24 ans);28,6
2008;Lorraine;jeunes (15-24 ans);27,72828508
2009;Lorraine;jeunes (15-24 ans);35,30066815
2010;Lorraine;jeunes (15-24 ans);30,15384615
2011;Lorraine;jeunes (15-24 ans);17,74193548
2012;Lorraine;jeunes (15-24 ans);25,72347267
2013;Lorraine;jeunes (15-24 ans);20,36135722
2014;Lorraine;jeunes (15-24 ans);20,93133698
2015;Lorraine;jeunes (15-24 ans);20,97479178
2005;Midi-Pyrénées;jeunes (15-24 ans);26
2006;Midi-Pyrénées;jeunes (15-24 ans);22,4
2007;Midi-Pyrénées;jeunes (15-24 ans);26,7
2008;Midi-Pyrénées;jeunes (15-24 ans);28,64816473
2009;Midi-Pyrénées;jeunes (15-24 ans);29,54739539
2010;Midi-Pyrénées;jeunes (15-24 ans);24,42613302
2011;Midi-Pyrénées;jeunes (15-24 ans);17,99027553
2012;Midi-Pyrénées;jeunes (15-24 ans);21,57031924
